Country,Year,PrevalenceHIV,Income,geo,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017,population
Belize,1990,0.5,5166,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,188000
Belize,1991,0.7,5594,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,191000
Belize,1992,1,6154,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,194000
Belize,1993,1.2,6424,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,198000
Belize,1994,1.4,6310,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,202000
Belize,1995,1.5,6209,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,207000
Belize,1996,1.6,6137,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,214000
Belize,1997,1.8,6177,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,222000
Belize,1998,1.9,6220,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,230000
Belize,1999,2,6568,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,239000
Belize,2000,2.2,7215,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,247000
Belize,2001,2.2,7373,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,255000
Belize,2002,2.3,7548,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,262000
Belize,2003,2.4,8042,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,269000
Belize,2004,2.4,8203,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,276000
Belize,2005,2.4,8202,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,283000
Belize,2006,2.4,8360,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,291000
Belize,2007,2.4,8240,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,298000
Belize,2008,2.4,8293,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,306000
Belize,2009,2.4,8145,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,314000
Belize,2010,2.4,8209,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,322000
Belize,2011,2.3,8178,blz,americas,america_north,america,g77,17.49952,-88.19756,1981-09-25T00:00:00Z,Latin America & Caribbean,Upper middle income,329000
Benin,1990,0.2,1362,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,4980000
Benin,1991,0.4,1370,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,5150000
Benin,1992,0.5,1359,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,5330000
Benin,1993,0.7,1386,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,5520000
Benin,1994,0.9,1364,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,5710000
Benin,1995,1.1,1398,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,5910000
Benin,1996,1.3,1414,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,6090000
Benin,1997,1.4,1451,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,6280000
Benin,1998,1.4,1466,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,6470000
Benin,1999,1.4,1500,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,6660000
Benin,2000,1.4,1525,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,6870000
Benin,2001,1.4,1570,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,7080000
Benin,2002,1.4,1586,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,7300000
Benin,2003,1.3,1594,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,7520000
Benin,2004,1.3,1590,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,7750000
Benin,2005,1.3,1584,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,7980000
Benin,2006,1.2,1592,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,8220000
Benin,2007,1.2,1616,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,8450000
Benin,2008,1.2,1646,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,8700000
Benin,2009,1.2,1641,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,8940000
Benin,2010,1.2,1637,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,9200000
Benin,2011,1.2,1643,ben,africa,africa_sub_saharan,sub_saharan_africa,g77,9.5,2.25,1960-09-20T00:00:00Z,Sub-Saharan Africa,Low income,9460000
Bhutan,1990,0.06,2332,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,537000
Bhutan,1991,0.06,2326,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,537000
Bhutan,1992,0.06,2463,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,532000
Bhutan,1993,0.06,2557,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,523000
Bhutan,1994,0.06,2723,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,517000
Bhutan,1995,0.06,2930,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,515000
Bhutan,1996,0.06,3072,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,519000
Bhutan,1997,0.06,3184,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,529000
Bhutan,1998,0.06,3292,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,542000
Bhutan,1999,0.06,3459,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,558000
Bhutan,2000,0.06,3596,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,573000
Bhutan,2001,0.06,3780,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,590000
Bhutan,2002,0.06,4062,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,606000
Bhutan,2003,0.1,4247,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,623000
Bhutan,2004,0.1,4373,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,640000
Bhutan,2005,0.1,4565,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,657000
Bhutan,2006,0.1,4767,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,672000
Bhutan,2007,0.1,5507,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,687000
Bhutan,2008,0.2,5663,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,701000
Bhutan,2009,0.2,5934,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,714000
Bhutan,2010,0.3,6516,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,728000
Bhutan,2011,0.3,6909,btn,asia,asia_west,south_asia,g77,27.5,90.5,1971-09-21T00:00:00Z,South Asia,Lower middle income,741000
Bolivia,1990,0.1,3740,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,6860000
Bolivia,1991,0.1,3845,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,6990000
Bolivia,1992,0.2,3817,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,7130000
Bolivia,1993,0.2,3887,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,7270000
Bolivia,1994,0.2,3975,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,7420000
Bolivia,1995,0.2,4068,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,7570000
Bolivia,1996,0.2,4152,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,7720000
Bolivia,1997,0.2,4264,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,7870000
Bolivia,1998,0.2,4384,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8030000
Bolivia,1999,0.2,4312,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8180000
Bolivia,2000,0.2,4330,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8340000
Bolivia,2001,0.2,4315,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8500000
Bolivia,2002,0.2,4335,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8650000
Bolivia,2003,0.2,4367,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8810000
Bolivia,2004,0.2,4464,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,8970000
Bolivia,2005,0.2,4578,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,9130000
Bolivia,2006,0.2,4716,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,9280000
Bolivia,2007,0.2,4850,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,9440000
Bolivia,2008,0.2,5066,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,9600000
Bolivia,2009,0.3,5152,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,9760000
Bolivia,2010,0.3,5279,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,9920000
Bolivia,2011,0.3,5462,bol,americas,america_south,america,g77,-17,-65,1945-11-14T00:00:00Z,Latin America & Caribbean,Lower middle income,10100000
Bosnia and Herzegovina,1990,NA,2974,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,4460000
Bosnia and Herzegovina,1991,NA,2613,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,4370000
Bosnia and Herzegovina,1992,NA,1970,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,4240000
Bosnia and Herzegovina,1993,NA,1466,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,4090000
Bosnia and Herzegovina,1994,NA,1574,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3950000
Bosnia and Herzegovina,1995,NA,1976,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3840000
Bosnia and Herzegovina,1996,NA,3771,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3780000
Bosnia and Herzegovina,1997,NA,4996,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3750000
Bosnia and Herzegovina,1998,NA,5609,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3750000
Bosnia and Herzegovina,1999,NA,5965,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3760000
Bosnia and Herzegovina,2000,NA,6158,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3770000
Bosnia and Herzegovina,2001,NA,6354,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3770000
Bosnia and Herzegovina,2002,NA,6660,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3780000
Bosnia and Herzegovina,2003,NA,6929,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3780000
Bosnia and Herzegovina,2004,NA,7369,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3780000
Bosnia and Herzegovina,2005,NA,7751,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3780000
Bosnia and Herzegovina,2006,NA,8242,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3780000
Bosnia and Herzegovina,2007,NA,8820,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3770000
Bosnia and Herzegovina,2008,NA,9316,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3760000
Bosnia and Herzegovina,2009,NA,9063,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3750000
Bosnia and Herzegovina,2010,NA,9145,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3720000
Bosnia and Herzegovina,2011,NA,9248,bih,europe,europe_east,europe_central_asia,g77,44.25,17.83333,1992-05-22T00:00:00Z,Europe & Central Asia,Upper middle income,3690000
Botswana,1990,3.5,8075,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1380000
Botswana,1991,5.1,8430,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1420000
Botswana,1992,7.3,8436,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1460000
Botswana,1993,10.1,8368,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1490000
Botswana,1994,13.3,8449,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1530000
Botswana,1995,16.6,8823,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1570000
Botswana,1996,19.7,9121,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1600000
Botswana,1997,22.2,9637,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1640000
Botswana,1998,24.1,9507,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1670000
Botswana,1999,25.3,10228,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1700000
Botswana,2000,26,10250,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1730000
Botswana,2001,26.3,10115,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1750000
Botswana,2002,26.3,10577,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1780000
Botswana,2003,26.1,10923,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1800000
Botswana,2004,25.8,11085,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1830000
Botswana,2005,25.5,11460,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1860000
Botswana,2006,25.3,12241,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1880000
Botswana,2007,25.1,13170,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1910000
Botswana,2008,24.9,13858,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1950000
Botswana,2009,24.1,12680,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,1980000
Botswana,2010,23.7,13642,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,2010000
Botswana,2011,23.4,14341,bwa,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,1966-10-17T00:00:00Z,Sub-Saharan Africa,Upper middle income,2050000
Brazil,1990,0.45,10331,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,149000000
Brazil,1991,0.45,10315,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,152000000
Brazil,1992,0.45,10104,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,155000000
Brazil,1993,0.4,10413,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,157000000
Brazil,1994,0.4,10802,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,160000000
Brazil,1995,0.4,11108,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,162000000
Brazil,1996,0.4,11178,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,165000000
Brazil,1997,0.4,11382,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,168000000
Brazil,1998,0.4,11250,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,170000000
Brazil,1999,0.4,11139,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,173000000
Brazil,2000,0.4,11461,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,175000000
Brazil,2001,0.4,11446,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,178000000
Brazil,2002,0.4,11638,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,180000000
Brazil,2003,0.4,11627,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,182000000
Brazil,2004,0.4,12135,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,185000000
Brazil,2005,0.4,12373,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,187000000
Brazil,2006,0.4,12732,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,189000000
Brazil,2007,0.4,13364,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,191000000
Brazil,2008,0.45,13906,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,193000000
Brazil,2009,0.3,13749,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,195000000
Brazil,2010,0.3,14660,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,197000000
Brazil,2011,0.3,15101,bra,americas,america_south,america,g77,-10,-55,1945-10-24T00:00:00Z,Latin America & Caribbean,Upper middle income,199000000
Brunei,1990,NA,77076,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,259000
Brunei,1991,NA,77275,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,266000
Brunei,1992,NA,78688,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,274000
Brunei,1993,NA,76750,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,282000
Brunei,1994,NA,77038,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,290000
Brunei,1995,NA,78406,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,297000
Brunei,1996,NA,78661,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,305000
Brunei,1997,NA,75654,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,312000
Brunei,1998,NA,73498,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,319000
Brunei,1999,NA,74041,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,326000
Brunei,2000,NA,74475,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,333000
Brunei,2001,NA,74868,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,340000
Brunei,2002,NA,76130,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,347000
Brunei,2003,NA,76737,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,353000
Brunei,2004,NA,75596,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,360000
Brunei,2005,NA,74441,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,365000
Brunei,2006,NA,76287,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,370000
Brunei,2007,NA,75054,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,375000
Brunei,2008,NA,72351,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,379000
Brunei,2009,NA,69924,brn,asia,east_asia_pacific,east_asia_pacific,g77,4.5,114.66667,1984-09-21T00:00:00Z,East Asia & Pacific,High income,384000
